words,polarity,negativeCounter,neutralCounter,positiveCounter,iteration
доброволець,-,1,0,0,6
волонтер,-,1,0,0,7
охочий,-,2,0,0,5
добродійник,+,0,0,1,8
філантроп,+,0,0,1,9
доброчинець,+,0,0,1,9
добродій,+,0,0,1,7
доброзичливий,-,6,0,0,4
зичливий,-,1,0,0,5
прихильний,-,2,0,0,5
приязний,-,1,0,0,4
добрий,-,6,0,1,3
доброзичний,-,1,0,0,5
поблажливий,-,1,0,0,5
людяний,-,1,0,0,4
чулий,-,2,0,0,4
добротний,-,1,0,0,3
тривкий,-,2,0,0,2
доброякісний,-,1,0,0,4
високоякісний,A,1,0,1,4
якісний,A,1,0,1,4
доброчинність,U,0,0,0,-1
добродійність,U,0,0,0,-1
філантропія,U,0,0,0,-1
добродіяння,U,0,0,0,-1
добувати,+,0,0,6,9
добути,+,0,0,5,9
видобувати,+,0,0,4,9
видобути,+,0,0,4,9
виймати,+,0,0,10,8
вийняти,+,0,0,10,9
дістати,+,0,0,3,8
здобувати,+,1,0,2,8
знайти,+,0,0,3,9
одержати,+,0,0,3,8
довбати,+,0,0,2,9
довбти,+,0,0,1,9
роздовбувати,+,0,0,2,9
роздовбати,+,0,0,2,9
длубати,+,0,0,1,10
продовбувати,+,0,0,1,10
продовбати,+,0,0,1,10
продовбти,+,0,0,1,10
видовбувати,+,0,0,1,10
видовбати,+,0,0,1,10
довбатися,+,0,0,2,10
довбтися,+,0,0,1,10
длубатися,+,0,0,2,10
копирсатися,+,0,0,1,9
колупатися,+,0,0,1,11
возитися,U,0,0,0,9
вовтузитися,+,0,0,2,9
копатися,+,0,0,2,10
довгастий,U,0,0,0,5
видовжений,U,0,0,0,6
витягнений,U,0,0,0,6
витягнутий,U,0,0,0,6
подовжений,U,0,0,0,6
довгуватий,U,0,0,0,4
лінійний,U,0,0,0,6
овальний,U,0,0,0,6
заокруглений,U,0,0,0,6
довгий,U,0,0,0,3
довжелезний,U,0,0,0,3
довженний,U,0,0,0,3
довжезний,U,0,0,0,3
довгенький,U,0,0,0,4
доземний,-,1,0,0,4
додільний,U,0,0,0,4
тривалий,-,1,0,0,4
довгочасний,U,0,0,0,4
довго,+,0,0,3,7
чимало,+,0,0,2,6
чималу_годину,+,0,0,1,8
чималий_час,+,0,0,1,8
усе,+,0,0,1,7
все,+,0,0,1,7
довгенько,+,0,0,1,8
подовгу,+,0,0,1,8
довговічний,U,0,0,0,-1
багаторічний,U,0,0,0,-1
довгорічний,U,0,0,0,-1
довгоносик,U,0,0,0,-1
слоник,U,0,0,0,-1
вовчок_збіжжевий,U,0,0,0,-1
носач,U,0,0,0,-1
свинка,U,0,0,0,-1
довготелесий,U,0,0,0,3
високий,A,1,0,1,2
худий,-,1,0,0,4
незграбний,-,1,0,0,4
довготривалий,-,1,0,0,5
довершений,+,0,0,2,3
досконалий,+,0,0,2,2
довершити,+,0,0,4,9
довершувати,+,0,0,3,9
завершувати,+,0,0,2,10
завершити,+,0,0,2,10
закінчувати,+,0,0,6,9
закінчити,+,0,0,2,10
виконувати,+,0,0,1,8
виконати,+,0,0,1,8
довести,+,0,0,2,8
доводити,+,0,0,3,8
довід,A,1,1,0,7
потвердження,U,0,0,0,8
свідчення,-,1,0,0,6
арґумент,U,0,0,0,8
резон,0,0,1,0,7
доказ,U,0,0,0,8
підстава,0,0,2,0,6
довідатися,-,3,0,0,9
довідуватися,-,2,0,0,9
довідка,U,0,0,0,-1
посвідчення,U,0,0,0,-1
посвідка,U,0,0,0,-1
свідоцтво,U,0,0,0,-1
довідник,0,0,1,0,10
посібник,0,0,1,0,9
проспект,0,0,1,0,11
прейскурант,0,0,1,0,11
дізнаватися,U,0,0,0,8
дізнатися,-,4,0,0,9
вивідувати,-,1,0,0,8
вивідати,-,1,0,0,8
довіра,-,1,0,0,8
довір'я,-,1,0,0,9
віра,-,1,0,0,7
довірений,-,1,0,0,6
наближений,-,1,0,0,5
довірливий,-,1,0,0,7
легковірний,-,1,0,0,8
наївний,-,2,0,0,7
простакуватий,-,2,0,0,7
довіряти,-,2,0,0,9
довірятися,-,1,0,0,10
довіритися,-,1,0,0,10
вірити,-,1,0,0,10
йняти_віру,-,1,0,0,10
йняти_віри,-,1,0,0,10
пойняти_віру,-,1,0,0,10
пойняти_віри,-,1,0,0,10
покладатися,-,1,0,0,10
покластися,-,1,0,0,10
звірятися,-,1,0,0,10
звіритися,-,1,0,0,10
надіятися,A,1,0,1,9
увіряти,-,1,0,0,10
ввіряти,-,1,0,0,10
увірити,-,1,0,0,10
ввірити,-,1,0,0,10
увірятися,-,1,0,0,10
ввіритися,-,1,0,0,10
спускатися,-,1,0,0,8
спуститися,-,1,0,0,8
доручати,-,2,0,1,9
звіряти,-,5,0,3,10
довічний,-,2,0,0,5
вічний,-,1,0,0,4
споконвічний,-,1,0,0,4
одвічний,-,2,0,0,6
обґрунтовувати,+,0,0,1,9
обґрунтувати,+,0,0,1,9
мотивувати,+,0,0,2,9
умотивовувати,+,0,0,1,9
вмотивовувати,+,0,0,1,9
умотивувати,+,0,0,1,9
вмотивувати,+,0,0,1,9
показувати,+,0,0,7,9
показати,+,0,0,6,9
арґументувати,+,0,0,1,9
обставляти,+,0,0,3,8
обставити,+,0,0,3,8
підпирати,+,0,0,3,9
підперти,+,0,0,3,9
документувати,+,0,0,1,9
допроваджувати,+,0,0,2,8
допровадити,+,0,0,2,8
приводити,+,0,0,1,8
привести,+,0,0,1,8
припроваджувати,+,0,0,2,9
припровадити,+,0,0,2,9
призводити,+,0,0,1,9
призвести,+,0,0,1,9
уганяти,+,0,0,4,9
вганяти,+,0,0,3,9
повергати,+,0,0,1,9
повергнути,+,0,0,1,9
доносити,+,0,0,7,8
притирати,+,0,0,1,9
супроводжувати,+,0,0,2,9
доводитися,A,1,0,1,9
довестися,U,0,0,0,10
траплятися,-,2,0,1,9
трапитися,-,2,0,1,9
випадати,U,0,0,0,8
випасти,U,0,0,0,8
припадати,U,0,0,0,8
припасти,+,0,0,1,8
приходитися,U,0,0,0,9
прийтися,U,0,0,0,9
бути,-,2,0,1,8
матися,+,0,0,1,9
довшати,U,0,0,0,-1
видовжуватися,U,0,0,0,-1
видовжитися,U,0,0,0,-1
догана,-,1,0,0,4
нагінка,-,1,0,0,5
осуд,-,1,0,0,3
осуда,-,1,0,0,5
нотація,-,1,0,0,5
прочухан,-,1,0,0,5
прочуханка,-,1,0,0,5
доганяти,+,0,0,2,7
догнати,+,0,0,1,8
наздоганяти,+,0,0,2,8
наздогнати,+,0,0,2,8
