words,polarity,negativeCounter,neutralCounter,positiveCounter,iteration
?гарцювати,U,0,0,0,-1
басувати,U,0,0,0,-1
гарцювати,-,2,0,0,11
грати,-,4,1,0,10
вигравати,-,1,0,0,10
вибасовувати,-,1,0,0,12
гопцювати,-,1,0,0,12
гарячий,-,6,0,0,5
жаркий,-,2,0,0,5
пекучий,-,3,0,0,4
палючий,-,3,0,0,6
палкий,-,4,0,0,5
палахкий,-,1,0,0,6
палахкотливий,-,1,0,0,6
шпаркий,-,1,0,0,4
розпечений,-,1,0,0,6
розжарений,-,1,0,0,6
жагучий,-,3,0,0,6
палений,-,1,0,0,6
вогненний,-,1,0,0,6
вогняний,-,1,0,0,6
вогнистий,-,1,0,0,6
енергійний,-,4,0,0,5
пристрасний,-,3,0,0,5
поривний,-,3,0,0,6
поривчастий,-,4,0,0,5
запальний,-,3,0,0,5
завзятий,-,1,0,0,4
нестриймний,-,1,0,0,6
імпульсивний,-,3,0,0,6
експансивний,-,4,0,0,5
емоційний,-,6,0,0,6
гарячковий,-,3,0,0,6
гарячкуватий,-,3,0,0,6
загонистий,-,4,0,0,5
опришкуватий,-,2,0,0,6
напружений,-,3,0,0,4
інтенсивний,-,2,0,0,5
бурхливий,-,4,0,0,4
кипучий,-,4,0,0,5
натужний,-,2,0,0,5
гарячкувати,-,3,0,0,11
збуджуватися,-,1,0,0,11
нетерпелитися,-,1,0,0,12
хапатися,-,2,0,0,11
нервувати,-,3,0,0,11
поспішати,-,2,0,0,10
квапитися,-,2,0,0,11
гараздувати,-,1,0,0,12
гасити,-,3,0,0,11
загашувати,-,1,0,0,12
загашати,-,1,0,0,12
загасити,-,1,0,0,12
згашати,-,1,0,0,12
згасити,-,1,0,0,12
погашати,-,1,0,0,12
погасити,-,1,0,0,12
пригашувати,-,1,0,0,12
пригашати,-,1,0,0,12
пригасити,-,1,0,0,12
угашати,-,1,0,0,12
вгашати,-,1,0,0,12
угасити,-,1,0,0,12
вгасити,-,1,0,0,12
заливати,-,2,0,0,10
залити,-,1,0,0,10
задувати,-,2,0,0,11
задути,-,2,0,0,11
задимати,-,2,0,0,11
стримувати,-,5,0,0,10
гаснути,-,4,0,0,12
згасати,-,1,0,0,13
ізгасити,-,1,0,0,13
згаснути,-,1,0,0,13
гуснути,-,1,0,0,13
ізгаснути,-,1,0,0,14
загасати,-,1,0,0,13
загаснути,-,1,0,0,13
погасати,-,2,0,0,12
погаснути,-,2,0,0,12
угасати,-,1,0,0,11
вгасати,-,1,0,0,13
угаснути,-,1,0,0,11
вгуснути,-,1,0,0,13
догасати,-,1,0,0,13
догаснути,-,1,0,0,13
гаситися,-,1,0,0,13
загашуватися,-,1,0,0,13
загаситися,-,1,0,0,13
тухнути,-,1,0,0,13
потухати,-,1,0,0,13
потухнути,-,1,0,0,13
стухати,-,1,0,0,11
стухнути,-,1,0,0,13
затухати,-,1,0,0,13
затухнути,-,1,0,0,13
сухати,-,1,0,0,13
утухати,-,1,0,0,13
втухати,-,1,0,0,13
утухнути,-,1,0,0,13
втухнути,-,1,0,0,13
пригасати,-,1,0,0,13
пригаснути,-,1,0,0,13
притухати,-,1,0,0,13
притухнути,-,1,0,0,13
догоряти,-,1,0,0,13
догорати,-,1,0,0,13
догоріти,-,1,0,0,13
згоряти,-,2,0,0,12
згорати,-,2,0,0,12
згоріти,-,1,0,0,13
меркнути,-,1,0,0,13
меркти,-,1,0,0,13
примеркати,-,1,0,0,13
примеркнути,-,1,0,0,13
затихати,-,2,0,0,11
слабнути,-,3,0,0,12
тьмяніти,-,1,0,0,13
холонути,-,2,0,0,12
гастрит,U,0,0,0,-1
катар_шлунка,U,0,0,0,-1
гатити,-,2,0,0,9
загачувати,-,4,0,0,10
загатити,-,4,0,0,10
перегачувати,-,1,0,0,10
перегати,-,1,0,0,10
пригачувати,-,1,0,0,10
пригатити,-,1,0,0,10
бити,-,2,0,0,9
витрачати,-,2,0,0,8
стріляти,-,2,0,0,10
гатка,0,0,1,0,8
гребля,0,0,2,0,8
гата,0,0,1,0,9
загата,0,0,2,0,7
тама,0,0,1,0,9
гаятися,-,3,0,0,12
затримуватися,-,1,0,0,11
затриматися,-,1,0,0,11
баритися,-,1,0,0,13
загаюватися,-,1,0,0,13
загаятися,-,1,0,0,13
припізнюватися,-,1,0,0,13
припізнити,-,1,0,0,13
наминатися,-,1,0,0,13
загрузати,-,1,0,0,12
загрухнути,-,1,0,0,13
гелікоптер,U,0,0,0,-1
гвинтокрил,U,0,0,0,-1
вертоліт,U,0,0,0,-1
автожир,U,0,0,0,-1
гематит,U,0,0,0,-1
кривавик,U,0,0,0,-1
кривавник,U,0,0,0,-1
червоний_залізняк,U,0,0,0,-1
залізний_блиск,U,0,0,0,-1
залізна_слюда,U,0,0,0,-1
гембель,U,0,0,0,-1
рубанок,U,0,0,0,-1
шерхебель,U,0,0,0,-1
гендлювати,U,0,0,0,-1
баришувати,U,0,0,0,-1
спекулювати,U,0,0,0,-1
генеалогія,-,1,0,0,10
походження,-,1,0,0,9
родовід,-,2,0,0,10
герань,U,0,0,0,-1
геранія,U,0,0,0,-1
журавельник,U,0,0,0,-1
журавець,U,0,0,0,-1
гербарій,U,0,0,0,-1
травник,U,0,0,0,-1
зільник,U,0,0,0,-1
геройство,+,0,0,1,8
хоробрість,+,0,0,1,9
мужність,+,0,0,1,9
молодецтво,+,0,0,1,7
відвага,+,0,0,1,9
відважність,+,0,0,1,9
самовідданість,+,0,0,1,9
бестрашність,+,0,0,1,9
герць,+,0,0,3,8
поєдинок,+,0,0,5,8
суперечка,+,0,0,2,9
двобій,+,0,0,2,8
єдиноборство,+,0,0,2,9
геть,+,0,0,1,3
гетьте,+,0,0,1,4
гайда,+,0,0,1,4
цілком,+,0,0,1,4
далеко,+,0,0,1,2
геть-то,+,0,0,1,3
забагато,+,0,0,1,4
досить,+,0,0,2,2
геть-чисто,+,0,0,1,5
yщент,+,0,0,1,6
вщент,+,0,0,1,6
зовсім,+,0,0,1,6
гидкий,-,1,0,0,0
бридкий,-,1,0,0,1
огидний,-,2,0,0,1
