words,polarity,negativeCounter,neutralCounter,positiveCounter,iteration
доброволець,-,1,0,0,6
волонтер,-,1,0,0,7
охочий,-,1,0,0,5
добродійник,+,0,0,1,10
філантроп,+,0,0,1,11
доброчинець,+,0,0,1,11
добродій,+,0,0,1,9
доброзичливий,+,0,0,2,4
зичливий,+,0,0,1,5
прихильний,+,0,0,2,5
приязний,+,0,1,4,4
добрий,+,0,0,7,3
доброзичний,+,0,0,1,5
поблажливий,+,0,0,1,5
людяний,+,0,0,3,5
чулий,+,0,0,3,4
добротний,+,0,0,3,4
тривкий,+,0,0,2,4
доброякісний,+,0,0,1,5
високоякісний,+,0,0,1,3
якісний,+,0,0,1,3
доброчинність,U,0,0,0,-1
добродійність,U,0,0,0,-1
філантропія,U,0,0,0,-1
добродіяння,U,0,0,0,-1
добувати,+,0,0,6,8
добути,+,0,0,5,8
видобувати,+,0,0,2,8
видобути,+,0,0,2,8
виймати,+,0,0,10,7
вийняти,+,0,0,13,8
дістати,+,0,0,3,7
здобувати,+,0,0,2,7
знайти,+,0,0,9,8
одержати,+,0,0,4,7
довбати,+,0,0,2,8
довбти,+,0,0,1,8
роздовбувати,+,0,0,2,8
роздовбати,+,0,0,2,8
длубати,+,0,0,1,9
продовбувати,+,0,0,1,9
продовбати,+,0,0,1,9
продовбти,+,0,0,1,9
видовбувати,+,0,0,3,9
видовбати,+,0,0,3,9
довбатися,+,0,0,3,8
довбтися,+,0,0,2,8
длубатися,+,0,0,3,8
копирсатися,+,0,0,1,8
колупатися,+,0,0,1,9
возитися,+,0,0,1,7
вовтузитися,+,0,0,4,8
копатися,+,0,0,3,8
довгастий,+,0,0,1,5
видовжений,+,0,0,1,6
витягнений,+,0,0,1,6
витягнутий,+,0,0,1,6
подовжений,+,0,0,1,6
довгуватий,+,0,0,1,4
лінійний,+,0,0,1,6
овальний,+,0,0,1,6
заокруглений,+,0,0,1,6
довгий,+,0,0,2,3
довжелезний,+,0,0,2,3
довженний,+,0,0,2,3
довжезний,+,0,0,2,3
довгенький,+,0,0,1,4
доземний,A,1,0,1,4
додільний,+,0,0,1,4
тривалий,A,1,0,1,4
довгочасний,+,0,0,1,4
довго,-,3,0,0,6
чимало,-,2,0,0,5
чималу_годину,-,1,0,0,7
чималий_час,-,1,0,0,7
усе,-,1,0,0,6
все,-,1,0,0,6
довгенько,-,1,0,0,7
подовгу,-,1,0,0,7
довговічний,U,0,0,0,-1
багаторічний,U,0,0,0,-1
довгорічний,U,0,0,0,-1
довгоносик,U,0,0,0,-1
слоник,U,0,0,0,-1
вовчок_збіжжевий,U,0,0,0,-1
носач,U,0,0,0,-1
свинка,U,0,0,0,-1
довготелесий,+,0,0,1,3
високий,+,0,0,3,2
худий,+,0,0,1,4
незграбний,A,1,0,1,4
довготривалий,+,0,0,1,5
довершений,+,0,0,2,1
досконалий,+,0,0,2,1
довершити,+,0,0,3,8
довершувати,+,0,0,2,8
завершувати,A,1,0,1,9
завершити,A,1,0,1,9
закінчувати,-,6,0,2,8
закінчити,A,1,0,1,9
виконувати,+,0,0,2,7
виконати,+,0,0,2,7
довести,+,0,0,2,7
доводити,+,0,0,3,7
довід,+,0,0,1,7
потвердження,+,0,0,1,8
свідчення,+,0,0,1,6
арґумент,+,0,0,1,8
резон,+,0,0,2,8
доказ,+,0,0,1,8
підстава,+,0,0,3,7
довідатися,+,0,0,4,7
довідуватися,+,0,0,3,7
довідка,U,0,0,0,-1
посвідчення,U,0,0,0,-1
посвідка,U,0,0,0,-1
свідоцтво,U,0,0,0,-1
довідник,+,0,0,1,11
посібник,+,0,0,1,10
проспект,+,0,0,1,12
прейскурант,+,0,0,1,12
дізнаватися,+,0,0,4,6
дізнатися,+,0,0,5,7
вивідувати,+,0,0,2,6
вивідати,+,0,0,2,6
довіра,+,0,0,1,8
довір'я,+,0,0,1,9
віра,+,0,0,1,7
довірений,-,1,0,0,6
наближений,-,1,0,0,5
довірливий,+,0,0,1,6
легковірний,+,0,0,1,7
наївний,+,0,0,2,6
простакуватий,+,0,0,2,6
довіряти,+,0,0,2,7
довірятися,+,0,0,1,8
довіритися,+,0,0,1,8
вірити,+,0,0,1,8
йняти_віру,+,0,0,1,8
йняти_віри,+,0,0,1,8
пойняти_віру,+,0,0,1,8
пойняти_віри,+,0,0,1,8
покладатися,+,0,0,1,8
покластися,+,0,0,1,8
звірятися,+,0,0,1,8
звіритися,+,0,0,1,8
надіятися,+,0,0,2,8
увіряти,+,0,0,1,8
ввіряти,+,0,0,1,8
увірити,+,0,0,1,8
ввірити,+,0,0,1,8
увірятися,+,0,0,1,8
ввіритися,+,0,0,1,8
спускатися,+,0,0,4,6
спуститися,+,0,0,4,6
доручати,+,0,0,2,8
звіряти,+,0,0,5,8
довічний,+,0,0,3,6
вічний,+,0,0,1,5
споконвічний,+,0,0,1,5
одвічний,+,0,0,2,6
обґрунтовувати,+,0,0,1,8
обґрунтувати,+,0,0,1,8
мотивувати,+,0,0,2,8
умотивовувати,+,0,0,1,8
вмотивовувати,+,0,0,1,8
умотивувати,+,0,0,1,8
вмотивувати,+,0,0,1,8
показувати,+,0,0,12,8
показати,+,0,0,9,8
арґументувати,+,0,0,1,8
обставляти,+,0,0,3,7
обставити,+,0,0,3,7
підпирати,+,0,0,3,8
підперти,+,0,0,3,8
документувати,+,0,0,1,8
допроваджувати,+,0,0,3,7
допровадити,+,0,0,3,7
приводити,+,0,0,1,7
привести,+,0,0,1,7
припроваджувати,+,0,0,2,8
припровадити,+,0,0,2,8
призводити,+,0,0,1,8
призвести,+,0,0,1,8
уганяти,-,3,0,1,8
вганяти,-,2,0,1,8
повергати,+,0,0,1,8
повергнути,+,0,0,1,8
доносити,+,0,0,8,7
притирати,+,0,0,1,8
супроводжувати,+,0,0,2,8
доводитися,+,0,0,4,7
довестися,+,0,0,1,8
траплятися,+,0,0,4,7
трапитися,+,0,0,4,7
випадати,+,0,0,2,6
випасти,+,0,0,2,6
припадати,+,0,0,4,6
припасти,+,0,0,4,6
приходитися,+,0,0,3,7
прийтися,+,0,0,3,7
бути,+,0,0,4,7
матися,+,0,0,2,8
довшати,U,0,0,0,-1
видовжуватися,U,0,0,0,-1
видовжитися,U,0,0,0,-1
догана,-,1,0,0,5
нагінка,-,1,0,0,6
осуд,-,1,0,0,4
осуда,-,1,0,0,6
нотація,-,1,0,0,6
прочухан,-,1,0,0,6
прочуханка,-,1,0,0,6
доганяти,+,0,0,6,6
догнати,+,0,0,1,7
наздоганяти,+,0,0,1,6
наздогнати,+,0,0,1,6
