words,polarity,negativeCounter,neutralCounter,positiveCounter,iteration
окиснення,U,0,0,0,-1
окиснювання,U,0,0,0,-1
оксидація,U,0,0,0,-1
окиснювати,U,0,0,0,-1
окисняти,U,0,0,0,-1
окиснити,U,0,0,0,-1
оксидувати,U,0,0,0,-1
окиснювач,U,0,0,0,-1
окисник,U,0,0,0,-1
оксидатор,U,0,0,0,-1
окістя,U,0,0,0,-1
надкісниця,U,0,0,0,-1
періост,U,0,0,0,-1
окликати,+,0,0,1,9
окрикати,+,0,0,1,10
окрикувати,+,0,0,1,10
окрикнути,+,0,0,1,10
накликати,+,0,0,2,8
окликнути,+,0,0,1,10
околиця,-,1,0,0,8
округа,-,1,0,0,9
край,-,1,0,0,7
периферія,-,1,0,0,9
царина,-,1,0,0,9
околишній,-,1,0,0,8
навколишній,-,1,0,0,7
довколишній,-,2,0,0,8
сусідній,-,1,0,0,9
окоренок,U,0,0,0,-1
прикорінь,U,0,0,0,-1
прикорень,U,0,0,0,-1
прикоренок,U,0,0,0,-1
відземок,U,0,0,0,-1
стовбур,U,0,0,0,-1
окраєць,0,0,1,0,9
цілушка,0,0,1,0,10
окрайок,0,0,1,0,10
скиба,0,0,1,0,10
шматок,0,0,2,0,8
окраса,0,0,1,0,9
оздоба,0,0,1,0,10
прикраса,0,0,3,0,10
краса,0,0,1,0,10
слава,0,0,1,0,8
окремий,+,0,0,1,6
самостійний,+,0,0,1,5
поодинокий,+,0,0,1,7
незв'язаний,+,0,0,1,7
роз'єднаний,+,0,0,1,7
деякий,+,0,0,1,7
ізольований,+,0,0,1,7
відрубний,+,0,0,1,7
відокремлений,+,0,0,3,7
окремо,-,1,0,0,7
зокрема,-,1,0,0,8
різно,-,1,0,0,8
нарізно,-,1,0,0,8
порізно,-,1,0,0,8
осібно,-,1,0,0,8
уроздріб,-,1,0,0,8
осторонь,-,1,0,0,6
окреслити,+,0,0,2,4
окреслювати,+,0,0,1,4
обкреслювати,+,0,0,1,5
обкреслити,+,0,0,1,5
обрисовувати,+,0,0,2,4
обрисувати,+,0,0,2,4
описувати,+,0,0,2,4
описати,+,0,0,2,4
розмічати,+,0,0,1,5
розмітити,+,0,0,1,5
обмальовувати,+,0,0,1,5
обмалювати,+,0,0,1,5
відтіняти,+,0,0,1,5
відтінювати,+,0,0,1,5
відтінити,+,0,0,1,5
визначати,+,0,0,5,5
зображати,+,0,0,4,3
окріп,U,0,0,0,-1
кип'яток,U,0,0,0,-1
кипінь,U,0,0,0,-1
кипень,U,0,0,0,-1
вар,U,0,0,0,-1
кип'яч,U,0,0,0,-1
окуліст,U,0,0,0,-1
офтальмолог,U,0,0,0,-1
окупант,U,0,0,0,-1
загарбник,U,0,0,0,-1
наїзник,U,0,0,0,-1
займанець,U,0,0,0,-1
поневолювач,U,0,0,0,-1
оливо,U,0,0,0,-1
Плюмбій,U,0,0,0,-1
Плюмбум,U,0,0,0,-1
первень,U,0,0,0,-1
олійниця,U,0,0,0,-1
олійня,U,0,0,0,-1
омана,0,0,2,0,7
обман,0,0,2,0,8
ілюзія,0,0,3,0,6
примара,0,0,2,0,6
оманливий,-,2,0,0,6
обманливий,-,4,0,0,6
обманний,-,3,0,0,5
оманний,-,2,0,0,6
мішурний,-,1,0,0,7
примарний,-,3,0,2,5
омела,U,0,0,0,-1
гомела,U,0,0,0,-1
імела,U,0,0,0,-1
омельга,U,0,0,0,-1
зимозелень,U,0,0,0,-1
опадати,+,0,0,6,6
опасти,+,0,0,3,6
обпадати,+,0,0,2,6
обпасти,+,0,0,1,6
падати,+,0,0,2,6
облітати,+,0,0,1,7
облетіти,+,0,0,1,7
спадати,+,0,0,2,7
спасти,+,0,0,2,7
осипатися,+,0,0,3,7
обсипатися,+,0,0,2,7
сипатис,+,0,0,1,7
оббиватися,+,0,0,1,7
оббитися,+,0,0,1,7
звисати,+,0,0,9,7
опускатися,+,0,0,11,7
осідати,+,0,0,1,6
стухати,+,0,0,1,7
худнути,+,0,0,1,7
опалий,U,0,0,0,-1
обпалий,U,0,0,0,-1
осипаний,U,0,0,0,-1
палий,U,0,0,0,-1
опалити,+,0,0,2,8
опалювати,+,0,0,3,8
обігрівати,+,0,0,1,9
обігріти,+,0,0,1,9
огрівати,+,0,0,1,7
огріти,+,0,0,1,7
обпалити,+,0,0,3,7
опалювач,U,0,0,0,-1
грубник,U,0,0,0,-1
паровичник,U,0,0,0,-1
опам'ятатися,+,0,0,5,8
опам'ятовуватися,+,0,0,2,8
отямитися,+,0,0,2,8
отямлюватися,+,0,0,2,8
стямитися,+,0,0,2,8
схаменутися,+,0,0,1,9
опритомніти,+,0,0,2,7
опритомнювати,+,0,0,1,9
спам'ятатися,+,0,0,1,9
спам'ятовуватися,+,0,0,1,9
спом'янутися,+,0,0,1,9
споминатися,+,0,0,1,9
прокинутися,+,0,0,3,8
прокидатися,+,0,0,5,8
опам'ятуватис,+,0,0,1,9
протверезіти,+,0,0,1,9
одуматися,+,0,0,1,9
оговтатися,+,0,0,3,7
оговтуватися,+,0,0,4,7
розбуркатися,+,0,0,2,9
розбуркуватися,+,0,0,2,9
очуняти,+,0,0,2,8
очунятися,+,0,0,2,8
очунювати,+,0,0,2,8
прочуняти,+,0,0,2,8
прочунятися,+,0,0,2,8
прочунювати,+,0,0,2,8
оперета,U,0,0,0,-1
музична_комедія,U,0,0,0,-1
опинитися,+,0,0,2,7
опинятися,+,0,0,1,8
потрапити,+,0,0,1,6
потрапляти,+,0,0,1,6
підпасти,+,0,0,2,8
підпадати,+,0,0,2,8
опитування,U,0,0,0,-1
референдум,U,0,0,0,-1
опівночі,U,0,0,0,-1
опівніч,U,0,0,0,-1
уночі,U,0,0,0,-1
опір,U,0,0,0,-1
спротив,U,0,0,0,-1
відсіч,U,0,0,0,-1
опірність,U,0,0,0,-1
оплески,U,0,0,0,-1
аплодисменти,U,0,0,0,-1
овація,U,0,0,0,-1
оповивати,+,0,0,4,6
оповити,+,0,0,5,6
огортати,+,0,0,4,6
обгортати,+,0,0,6,6
огорнути,+,0,0,4,6
обгорнути,+,0,0,4,6
обволікати,+,0,0,2,7
обволокти,+,0,0,2,7
заволікати,+,0,0,1,7
заволокти,+,0,0,1,7
затягати,+,0,0,2,7
затягувати,+,0,0,3,7
затягти,+,0,0,2,7
затягнути,+,0,0,2,7
облягати,+,0,0,5,6
облягти,+,0,0,3,6
повивати,+,0,0,5,7
повити,+,0,0,5,7
обвивати,+,0,0,6,7
обвити,+,0,0,16,7
покривати,+,0,0,7,6
покрити,+,0,0,6,7
укривати,+,0,0,4,7
вкривати,+,0,0,7,7
укрити,+,0,0,4,7
вкрити,+,0,0,7,7
застилати,+,0,0,1,7
застеляти,+,0,0,1,7
застелити,+,0,0,1,7
заслати,+,0,0,1,7
охоплювати,+,0,0,1,6
обхоплювати,+,0,0,6,6
охопити,+,0,0,5,6
обхопити,+,0,0,5,6
обіймати,+,0,0,21,7
обнімати,+,0,0,4,7
обняти,+,0,0,3,7
обійняти,+,0,0,6,7
оточувати,+,0,0,4,6
оточити,+,0,0,2,5
оступати,+,0,0,2,6
обступати,+,0,0,3,6
оступити,+,0,0,2,6
обступити,+,0,0,3,6
обкладати,+,0,0,2,7
обкласти,+,0,0,5,7
обікласти,+,0,0,2,7
уповивати,+,0,0,1,7
вповивати,+,0,0,1,7
уповити,+,0,0,1,7
вповити,+,0,0,1,7
поймати,+,0,0,3,7
пойняти,+,0,0,3,7
облизувати,+,0,0,1,7
облизати,+,0,0,1,7
притуманювати,+,0,0,1,7
притуманити,+,0,0,1,7
опуститися,+,0,0,6,7
наповнити,+,0,0,3,6
обвівати,+,0,0,5,7
обкручувати,+,0,0,4,6
сповивати,+,0,0,1,7
оповиватися,+,0,0,1,6
оповитися,+,0,0,1,7
огортатися,+,0,0,1,7
обгортатися,+,0,0,1,7
огорнутися,+,0,0,1,7
обгорнутися,+,0,0,1,7
обволікатися,+,0,0,1,7
обволоктися,+,0,0,1,7
заволікатися,+,0,0,1,7
заволоктися,+,0,0,1,7
затягатися,+,0,0,1,7
затягуватися,+,0,0,1,7
затягтися,+,0,0,1,7
затягнутися,+,0,0,1,7
повиватися,+,0,0,2,7
повитися,+,0,0,2,7
обвиватися,+,0,0,2,7
обвитися,+,0,0,1,7
укриватися,+,0,0,2,7
вкриватися,+,0,0,3,7
укритися,+,0,0,1,7
вкритися,+,0,0,3,7
покриватися,+,0,0,3,7
покритися,+,0,0,3,7
застилатися,+,0,0,1,7
застелитися,+,0,0,1,7
угортатися,+,0,0,1,7
вгортатися,+,0,0,1,7
угорнутися,+,0,0,1,7
вгорнутися,+,0,0,1,7
одягатися,+,0,0,2,5
